timestamp,hora,dia,consumo_predicho,fecha
2026-01-31 00:00:00,0,Saturday,3.8821752,2026-01-31
2026-01-31 01:00:00,1,Saturday,4.1513214,2026-01-31
2026-01-31 02:00:00,2,Saturday,4.1967273,2026-01-31
2026-01-31 03:00:00,3,Saturday,4.1967273,2026-01-31
2026-01-31 04:00:00,4,Saturday,4.1989417,2026-01-31
2026-01-31 05:00:00,5,Saturday,4.1989417,2026-01-31
2026-01-31 06:00:00,6,Saturday,4.1989417,2026-01-31
2026-01-31 07:00:00,7,Saturday,4.2147036,2026-01-31
2026-01-31 08:00:00,8,Saturday,4.2240434,2026-01-31
2026-01-31 09:00:00,9,Saturday,4.212489,2026-01-31
2026-01-31 10:00:00,10,Saturday,4.212489,2026-01-31
2026-01-31 11:00:00,11,Saturday,4.347035,2026-01-31
2026-01-31 12:00:00,12,Saturday,4.272744,2026-01-31
2026-01-31 13:00:00,13,Saturday,4.237024,2026-01-31
2026-01-31 14:00:00,14,Saturday,4.102478,2026-01-31
2026-01-31 15:00:00,15,Saturday,4.102478,2026-01-31
2026-01-31 16:00:00,16,Saturday,4.102478,2026-01-31
2026-01-31 17:00:00,17,Saturday,3.9923363,2026-01-31
2026-01-31 18:00:00,18,Saturday,3.995527,2026-01-31
2026-01-31 19:00:00,19,Saturday,3.9854708,2026-01-31
2026-01-31 20:00:00,20,Saturday,3.9854708,2026-01-31
2026-01-31 21:00:00,21,Saturday,3.9854708,2026-01-31
2026-01-31 22:00:00,22,Saturday,3.9854708,2026-01-31
2026-01-31 23:00:00,23,Saturday,3.9866893,2026-01-31
2026-02-01 00:00:00,0,Sunday,4.0917807,2026-02-01
2026-02-01 01:00:00,1,Sunday,4.3684187,2026-02-01
2026-02-01 02:00:00,2,Sunday,4.5274673,2026-02-01
2026-02-01 03:00:00,3,Sunday,4.5858936,2026-02-01
2026-02-01 04:00:00,4,Sunday,4.588108,2026-02-01
2026-02-01 05:00:00,5,Sunday,4.588108,2026-02-01
2026-02-01 06:00:00,6,Sunday,4.588108,2026-02-01
2026-02-01 07:00:00,7,Sunday,4.60387,2026-02-01
2026-02-01 08:00:00,8,Sunday,4.6132097,2026-02-01
2026-02-01 09:00:00,9,Sunday,4.614545,2026-02-01
2026-02-01 10:00:00,10,Sunday,4.614545,2026-02-01
2026-02-01 11:00:00,11,Sunday,4.760099,2026-02-01
2026-02-01 12:00:00,12,Sunday,4.73198,2026-02-01
2026-02-01 13:00:00,13,Sunday,4.7226415,2026-02-01
2026-02-01 14:00:00,14,Sunday,4.584611,2026-02-01
2026-02-01 15:00:00,15,Sunday,4.565487,2026-02-01
2026-02-01 16:00:00,16,Sunday,4.565487,2026-02-01
2026-02-01 17:00:00,17,Sunday,4.538183,2026-02-01
2026-02-01 18:00:00,18,Sunday,4.532478,2026-02-01
2026-02-01 19:00:00,19,Sunday,4.5224214,2026-02-01
2026-02-01 20:00:00,20,Sunday,4.5224214,2026-02-01
2026-02-01 21:00:00,21,Sunday,4.5224214,2026-02-01
2026-02-01 22:00:00,22,Sunday,4.5224214,2026-02-01
2026-02-01 23:00:00,23,Sunday,4.52364,2026-02-01
2026-02-02 00:00:00,0,Monday,4.2321873,2026-02-02
2026-02-02 01:00:00,1,Monday,4.153393,2026-02-02
2026-02-02 02:00:00,2,Monday,4.1795278,2026-02-02
2026-02-02 03:00:00,3,Monday,4.1528025,2026-02-02
2026-02-02 04:00:00,4,Monday,4.155017,2026-02-02
2026-02-02 05:00:00,5,Monday,4.161847,2026-02-02
2026-02-02 06:00:00,6,Monday,4.161847,2026-02-02
2026-02-02 07:00:00,7,Monday,5.3268294,2026-02-02
2026-02-02 08:00:00,8,Monday,4.676744,2026-02-02
2026-02-02 09:00:00,9,Monday,4.5246286,2026-02-02
2026-02-02 10:00:00,10,Monday,4.505504,2026-02-02
2026-02-02 11:00:00,11,Monday,4.6574373,2026-02-02
2026-02-02 12:00:00,12,Monday,4.5455995,2026-02-02
2026-02-02 13:00:00,13,Monday,4.5205183,2026-02-02
2026-02-02 14:00:00,14,Monday,4.505504,2026-02-02
2026-02-02 15:00:00,15,Monday,4.505504,2026-02-02
2026-02-02 16:00:00,16,Monday,4.505504,2026-02-02
2026-02-02 17:00:00,17,Monday,4.5101156,2026-02-02
2026-02-02 18:00:00,18,Monday,4.481323,2026-02-02
2026-02-02 19:00:00,19,Monday,4.494354,2026-02-02
2026-02-02 20:00:00,20,Monday,4.494354,2026-02-02
2026-02-02 21:00:00,21,Monday,4.272815,2026-02-02
2026-02-02 22:00:00,22,Monday,4.1795278,2026-02-02
2026-02-02 23:00:00,23,Monday,4.1807466,2026-02-02
2026-02-03 00:00:00,0,Tuesday,4.132791,2026-02-03
