timestamp,hora,dia,consumo_predicho,fecha
2025-10-31 01:00:00,1,Friday,8.726152,2025-10-31
2025-10-31 02:00:00,2,Friday,8.832844,2025-10-31
2025-10-31 03:00:00,3,Friday,8.832844,2025-10-31
2025-10-31 04:00:00,4,Friday,9.044843,2025-10-31
2025-10-31 05:00:00,5,Friday,9.369471,2025-10-31
2025-10-31 06:00:00,6,Friday,9.397161,2025-10-31
2025-10-31 07:00:00,7,Friday,9.78961,2025-10-31
2025-10-31 08:00:00,8,Friday,9.990031,2025-10-31
2025-10-31 09:00:00,9,Friday,12.276886,2025-10-31
2025-10-31 10:00:00,10,Friday,12.483892,2025-10-31
2025-10-31 11:00:00,11,Friday,11.443288,2025-10-31
2025-10-31 12:00:00,12,Friday,11.363668,2025-10-31
2025-10-31 13:00:00,13,Friday,11.41225,2025-10-31
2025-10-31 14:00:00,14,Friday,12.488975,2025-10-31
2025-10-31 15:00:00,15,Friday,12.178049,2025-10-31
2025-10-31 16:00:00,16,Friday,12.14983,2025-10-31
2025-10-31 17:00:00,17,Friday,11.154151,2025-10-31
2025-10-31 18:00:00,18,Friday,10.948092,2025-10-31
2025-10-31 19:00:00,19,Friday,11.0136175,2025-10-31
2025-10-31 20:00:00,20,Friday,10.184296,2025-10-31
2025-10-31 21:00:00,21,Friday,8.5180235,2025-10-31
2025-10-31 22:00:00,22,Friday,8.5905695,2025-10-31
2025-10-31 23:00:00,23,Friday,8.5905695,2025-10-31
2025-11-01 00:00:00,0,Saturday,8.669257,2025-11-01
2025-11-01 01:00:00,1,Saturday,9.116051,2025-11-01
2025-11-01 02:00:00,2,Saturday,9.116051,2025-11-01
2025-11-01 03:00:00,3,Saturday,9.116051,2025-11-01
2025-11-01 04:00:00,4,Saturday,9.116051,2025-11-01
2025-11-01 05:00:00,5,Saturday,9.449613,2025-11-01
2025-11-01 06:00:00,6,Saturday,9.409296,2025-11-01
2025-11-01 07:00:00,7,Saturday,9.996064,2025-11-01
2025-11-01 08:00:00,8,Saturday,10.659567,2025-11-01
2025-11-01 09:00:00,9,Saturday,11.823771,2025-11-01
2025-11-01 10:00:00,10,Saturday,12.131134,2025-11-01
2025-11-01 11:00:00,11,Saturday,11.910252,2025-11-01
2025-11-01 12:00:00,12,Saturday,12.051531,2025-11-01
2025-11-01 13:00:00,13,Saturday,11.370287,2025-11-01
2025-11-01 14:00:00,14,Saturday,12.212011,2025-11-01
2025-11-01 15:00:00,15,Saturday,11.901085,2025-11-01
2025-11-01 16:00:00,16,Saturday,11.872866,2025-11-01
2025-11-01 17:00:00,17,Saturday,11.359215,2025-11-01
2025-11-01 18:00:00,18,Saturday,11.11447,2025-11-01
2025-11-01 19:00:00,19,Saturday,11.170151,2025-11-01
2025-11-01 20:00:00,20,Saturday,10.171661,2025-11-01
2025-11-01 21:00:00,21,Saturday,9.0469675,2025-11-01
2025-11-01 22:00:00,22,Saturday,9.579984,2025-11-01
2025-11-01 23:00:00,23,Saturday,9.539667,2025-11-01
2025-11-02 00:00:00,0,Sunday,9.685187,2025-11-02
2025-11-02 01:00:00,1,Sunday,9.075734,2025-11-02
2025-11-02 02:00:00,2,Sunday,9.116051,2025-11-02
2025-11-02 03:00:00,3,Sunday,9.116051,2025-11-02
2025-11-02 04:00:00,4,Sunday,9.116051,2025-11-02
2025-11-02 05:00:00,5,Sunday,9.449613,2025-11-02
2025-11-02 06:00:00,6,Sunday,9.409296,2025-11-02
2025-11-02 07:00:00,7,Sunday,9.996064,2025-11-02
2025-11-02 08:00:00,8,Sunday,11.234716,2025-11-02
2025-11-02 09:00:00,9,Sunday,11.565033,2025-11-02
2025-11-02 10:00:00,10,Sunday,12.131134,2025-11-02
2025-11-02 11:00:00,11,Sunday,12.188513,2025-11-02
2025-11-02 12:00:00,12,Sunday,12.412842,2025-11-02
2025-11-02 13:00:00,13,Sunday,11.290209,2025-11-02
2025-11-02 14:00:00,14,Sunday,12.212011,2025-11-02
2025-11-02 15:00:00,15,Sunday,11.64591,2025-11-02
2025-11-02 16:00:00,16,Sunday,11.617691,2025-11-02
2025-11-02 17:00:00,17,Sunday,11.359215,2025-11-02
2025-11-02 18:00:00,18,Sunday,11.163,2025-11-02
2025-11-02 19:00:00,19,Sunday,11.218681,2025-11-02
2025-11-02 20:00:00,20,Sunday,10.171661,2025-11-02
2025-11-02 21:00:00,21,Sunday,9.0469675,2025-11-02
2025-11-02 22:00:00,22,Sunday,9.638231,2025-11-02
2025-11-02 23:00:00,23,Sunday,9.597914,2025-11-02
2025-11-03 00:00:00,0,Monday,10.104252,2025-11-03
2025-11-03 01:00:00,1,Monday,8.807869,2025-11-03
2025-11-03 02:00:00,2,Monday,9.242892,2025-11-03
2025-11-03 03:00:00,3,Monday,9.375472,2025-11-03
2025-11-03 04:00:00,4,Monday,9.375472,2025-11-03
2025-11-03 05:00:00,5,Monday,9.709034,2025-11-03
2025-11-03 06:00:00,6,Monday,10.005387,2025-11-03
2025-11-03 07:00:00,7,Monday,11.076426,2025-11-03
2025-11-03 08:00:00,8,Monday,13.022704,2025-11-03
2025-11-03 09:00:00,9,Monday,13.306158,2025-11-03
2025-11-03 10:00:00,10,Monday,13.872259,2025-11-03
2025-11-03 11:00:00,11,Monday,13.1152725,2025-11-03
2025-11-03 12:00:00,12,Monday,12.383242,2025-11-03
2025-11-03 13:00:00,13,Monday,11.710888,2025-11-03
2025-11-03 14:00:00,14,Monday,13.260859,2025-11-03
2025-11-03 15:00:00,15,Monday,12.694757,2025-11-03
2025-11-03 16:00:00,16,Monday,12.666538,2025-11-03
2025-11-03 17:00:00,17,Monday,12.013463,2025-11-03
2025-11-03 18:00:00,18,Monday,11.133873,2025-11-03
2025-11-03 19:00:00,19,Monday,11.189554,2025-11-03
2025-11-03 20:00:00,20,Monday,9.921264,2025-11-03
2025-11-03 21:00:00,21,Monday,9.34191,2025-11-03
2025-11-03 22:00:00,22,Monday,9.901922,2025-11-03
2025-11-03 23:00:00,23,Monday,9.395925,2025-11-03
2025-11-04 00:00:00,0,Tuesday,10.447103,2025-11-04
2025-11-04 01:00:00,1,Tuesday,9.205479,2025-11-04
2025-11-04 02:00:00,2,Tuesday,9.606133,2025-11-04
2025-11-04 03:00:00,3,Tuesday,9.709668,2025-11-04
2025-11-04 04:00:00,4,Tuesday,9.937542,2025-11-04
2025-11-04 05:00:00,5,Tuesday,9.984311,2025-11-04
2025-11-04 06:00:00,6,Tuesday,9.984311,2025-11-04
2025-11-04 07:00:00,7,Tuesday,11.78888,2025-11-04
2025-11-04 08:00:00,8,Tuesday,13.057466,2025-11-04
2025-11-04 09:00:00,9,Tuesday,13.057466,2025-11-04
2025-11-04 10:00:00,10,Tuesday,13.368391,2025-11-04
2025-11-04 11:00:00,11,Tuesday,12.611404,2025-11-04
2025-11-04 12:00:00,12,Tuesday,12.383242,2025-11-04
2025-11-04 13:00:00,13,Tuesday,11.897103,2025-11-04
2025-11-04 14:00:00,14,Tuesday,13.260859,2025-11-04
2025-11-04 15:00:00,15,Tuesday,12.949933,2025-11-04
2025-11-04 16:00:00,16,Tuesday,12.921714,2025-11-04
2025-11-04 17:00:00,17,Tuesday,12.454854,2025-11-04
2025-11-04 18:00:00,18,Tuesday,11.133873,2025-11-04
2025-11-04 19:00:00,19,Tuesday,11.189554,2025-11-04
2025-11-04 20:00:00,20,Tuesday,9.926626,2025-11-04
2025-11-04 21:00:00,21,Tuesday,9.684761,2025-11-04
2025-11-04 22:00:00,22,Tuesday,10.243978,2025-11-04
2025-11-04 23:00:00,23,Tuesday,9.585579,2025-11-04
2025-11-05 00:00:00,0,Wednesday,10.819289,2025-11-05
2025-11-05 01:00:00,1,Wednesday,9.575643,2025-11-05
2025-11-05 02:00:00,2,Wednesday,10.173864,2025-11-05
2025-11-05 03:00:00,3,Wednesday,9.505226,2025-11-05
2025-11-05 04:00:00,4,Wednesday,10.173864,2025-11-05
2025-11-05 05:00:00,5,Wednesday,10.138723,2025-11-05
2025-11-05 06:00:00,6,Wednesday,10.138723,2025-11-05
2025-11-05 07:00:00,7,Wednesday,12.024356,2025-11-05
2025-11-05 08:00:00,8,Wednesday,13.015039,2025-11-05
2025-11-05 09:00:00,9,Wednesday,13.015039,2025-11-05
2025-11-05 10:00:00,10,Wednesday,13.325966,2025-11-05
2025-11-05 11:00:00,11,Wednesday,12.568978,2025-11-05
2025-11-05 12:00:00,12,Wednesday,12.340816,2025-11-05
2025-11-05 13:00:00,13,Wednesday,11.854677,2025-11-05
2025-11-05 14:00:00,14,Wednesday,13.218433,2025-11-05
2025-11-05 15:00:00,15,Wednesday,12.907507,2025-11-05
2025-11-05 16:00:00,16,Wednesday,12.879288,2025-11-05
2025-11-05 17:00:00,17,Wednesday,12.454854,2025-11-05
2025-11-05 18:00:00,18,Wednesday,11.133873,2025-11-05
2025-11-05 19:00:00,19,Wednesday,11.189554,2025-11-05
2025-11-05 20:00:00,20,Wednesday,9.926626,2025-11-05
2025-11-05 21:00:00,21,Wednesday,10.07499,2025-11-05
2025-11-05 22:00:00,22,Wednesday,10.232028,2025-11-05
2025-11-05 23:00:00,23,Wednesday,9.947946,2025-11-05
2025-11-06 00:00:00,0,Thursday,10.662139,2025-11-06
2025-11-06 01:00:00,1,Thursday,8.912513,2025-11-06
2025-11-06 02:00:00,2,Thursday,9.281568,2025-11-06
2025-11-06 03:00:00,3,Thursday,9.327649,2025-11-06
2025-11-06 04:00:00,4,Thursday,9.45563,2025-11-06
2025-11-06 05:00:00,5,Thursday,9.796256,2025-11-06
2025-11-06 06:00:00,6,Thursday,10.132271,2025-11-06
2025-11-06 07:00:00,7,Thursday,12.2795315,2025-11-06
