timestamp,hora,dia,consumo_predicho,fecha
2025-10-31 01:00:00,1,Friday,8.580968,2025-10-31
2025-10-31 02:00:00,2,Friday,8.775833,2025-10-31
2025-10-31 03:00:00,3,Friday,8.639041,2025-10-31
2025-10-31 04:00:00,4,Friday,9.085315,2025-10-31
2025-10-31 05:00:00,5,Friday,9.040118,2025-10-31
2025-10-31 06:00:00,6,Friday,9.040118,2025-10-31
2025-10-31 07:00:00,7,Friday,8.717887,2025-10-31
2025-10-31 08:00:00,8,Friday,8.668353,2025-10-31
2025-10-31 09:00:00,9,Friday,8.668353,2025-10-31
2025-10-31 10:00:00,10,Friday,8.648961,2025-10-31
2025-10-31 11:00:00,11,Friday,8.648961,2025-10-31
2025-10-31 12:00:00,12,Friday,8.814881,2025-10-31
2025-10-31 13:00:00,13,Friday,8.7742195,2025-10-31
2025-10-31 14:00:00,14,Friday,8.916569,2025-10-31
2025-10-31 15:00:00,15,Friday,8.758764,2025-10-31
2025-10-31 16:00:00,16,Friday,8.965794,2025-10-31
2025-10-31 17:00:00,17,Friday,8.763189,2025-10-31
2025-10-31 18:00:00,18,Friday,8.134429,2025-10-31
2025-10-31 19:00:00,19,Friday,8.672151,2025-10-31
2025-10-31 20:00:00,20,Friday,8.415779,2025-10-31
2025-10-31 21:00:00,21,Friday,8.289206,2025-10-31
2025-10-31 22:00:00,22,Friday,8.347817,2025-10-31
2025-10-31 23:00:00,23,Friday,8.347817,2025-10-31
2025-11-01 00:00:00,0,Saturday,8.257102,2025-11-01
2025-11-01 01:00:00,1,Saturday,8.969522,2025-11-01
2025-11-01 02:00:00,2,Saturday,8.948898,2025-11-01
2025-11-01 03:00:00,3,Saturday,8.993749,2025-11-01
2025-11-01 04:00:00,4,Saturday,8.993749,2025-11-01
2025-11-01 05:00:00,5,Saturday,9.176905,2025-11-01
2025-11-01 06:00:00,6,Saturday,9.176905,2025-11-01
2025-11-01 07:00:00,7,Saturday,8.711466,2025-11-01
2025-11-01 08:00:00,8,Saturday,8.611041,2025-11-01
2025-11-01 09:00:00,9,Saturday,8.575584,2025-11-01
2025-11-01 10:00:00,10,Saturday,8.530734,2025-11-01
2025-11-01 11:00:00,11,Saturday,8.530734,2025-11-01
2025-11-01 12:00:00,12,Saturday,8.72231,2025-11-01
2025-11-01 13:00:00,13,Saturday,8.323415,2025-11-01
2025-11-01 14:00:00,14,Saturday,8.3566,2025-11-01
2025-11-01 15:00:00,15,Saturday,8.2303295,2025-11-01
2025-11-01 16:00:00,16,Saturday,8.503403,2025-11-01
2025-11-01 17:00:00,17,Saturday,8.518958,2025-11-01
2025-11-01 18:00:00,18,Saturday,8.13378,2025-11-01
2025-11-01 19:00:00,19,Saturday,8.476784,2025-11-01
2025-11-01 20:00:00,20,Saturday,8.111692,2025-11-01
2025-11-01 21:00:00,21,Saturday,9.203518,2025-11-01
2025-11-01 22:00:00,22,Saturday,9.241506,2025-11-01
2025-11-01 23:00:00,23,Saturday,9.201984,2025-11-01
2025-11-02 00:00:00,0,Sunday,9.532701,2025-11-02
2025-11-02 01:00:00,1,Sunday,8.896479,2025-11-02
2025-11-02 02:00:00,2,Sunday,8.890968,2025-11-02
2025-11-02 03:00:00,3,Sunday,8.935819,2025-11-02
2025-11-02 04:00:00,4,Sunday,8.993749,2025-11-02
2025-11-02 05:00:00,5,Sunday,9.176905,2025-11-02
2025-11-02 06:00:00,6,Sunday,9.176905,2025-11-02
2025-11-02 07:00:00,7,Sunday,8.711466,2025-11-02
2025-11-02 08:00:00,8,Sunday,8.611041,2025-11-02
2025-11-02 09:00:00,9,Sunday,8.575584,2025-11-02
2025-11-02 10:00:00,10,Sunday,8.530734,2025-11-02
2025-11-02 11:00:00,11,Sunday,8.530734,2025-11-02
2025-11-02 12:00:00,12,Sunday,8.72231,2025-11-02
2025-11-02 13:00:00,13,Sunday,8.337905,2025-11-02
2025-11-02 14:00:00,14,Sunday,8.37109,2025-11-02
2025-11-02 15:00:00,15,Sunday,8.218062,2025-11-02
2025-11-02 16:00:00,16,Sunday,8.503403,2025-11-02
2025-11-02 17:00:00,17,Sunday,8.518958,2025-11-02
2025-11-02 18:00:00,18,Sunday,8.13378,2025-11-02
2025-11-02 19:00:00,19,Sunday,8.476784,2025-11-02
2025-11-02 20:00:00,20,Sunday,8.072089,2025-11-02
2025-11-02 21:00:00,21,Sunday,9.189028,2025-11-02
2025-11-02 22:00:00,22,Sunday,9.2270155,2025-11-02
2025-11-02 23:00:00,23,Sunday,9.187494,2025-11-02
2025-11-03 00:00:00,0,Monday,9.966398,2025-11-03
2025-11-03 01:00:00,1,Monday,8.899893,2025-11-03
2025-11-03 02:00:00,2,Monday,9.2637415,2025-11-03
2025-11-03 03:00:00,3,Monday,9.353077,2025-11-03
2025-11-03 04:00:00,4,Monday,9.353077,2025-11-03
2025-11-03 05:00:00,5,Monday,9.567889,2025-11-03
2025-11-03 06:00:00,6,Monday,9.580842,2025-11-03
2025-11-03 07:00:00,7,Monday,9.230364,2025-11-03
2025-11-03 08:00:00,8,Monday,9.144209,2025-11-03
2025-11-03 09:00:00,9,Monday,9.132197,2025-11-03
2025-11-03 10:00:00,10,Monday,9.112804,2025-11-03
2025-11-03 11:00:00,11,Monday,9.112804,2025-11-03
2025-11-03 12:00:00,12,Monday,9.27306,2025-11-03
2025-11-03 13:00:00,13,Monday,8.94832,2025-11-03
2025-11-03 14:00:00,14,Monday,9.056031,2025-11-03
2025-11-03 15:00:00,15,Monday,8.903004,2025-11-03
2025-11-03 16:00:00,16,Monday,9.130413,2025-11-03
2025-11-03 17:00:00,17,Monday,9.119298,2025-11-03
2025-11-03 18:00:00,18,Monday,8.734118,2025-11-03
2025-11-03 19:00:00,19,Monday,9.019542,2025-11-03
2025-11-03 20:00:00,20,Monday,8.609605,2025-11-03
2025-11-03 21:00:00,21,Monday,9.655919,2025-11-03
2025-11-03 22:00:00,22,Monday,9.676698,2025-11-03
2025-11-03 23:00:00,23,Monday,9.676698,2025-11-03
2025-11-04 00:00:00,0,Tuesday,10.36169,2025-11-04
2025-11-04 01:00:00,1,Tuesday,8.920322,2025-11-04
2025-11-04 02:00:00,2,Tuesday,9.612373,2025-11-04
2025-11-04 03:00:00,3,Tuesday,9.63634,2025-11-04
2025-11-04 04:00:00,4,Tuesday,9.63634,2025-11-04
2025-11-04 05:00:00,5,Tuesday,10.016319,2025-11-04
2025-11-04 06:00:00,6,Tuesday,10.264422,2025-11-04
2025-11-04 07:00:00,7,Tuesday,9.034164,2025-11-04
