timestamp,sede,sector,hora,dia_semana,real_kwh,esperado_kwh,diferencia_kwh,diferencia_pct,ratio,severidad,tipo_anomalia
2025-01-01 03:00:00,Tunja,laboratorios,3,2,1.176,1.023872,0.15212800000000004,14.858107263407932,1.1485810726340793,moderada,consumo_nocturno_alto
2025-01-01 04:00:00,Tunja,laboratorios,4,2,1.1114,0.9680842,0.1433158,14.804063530837503,1.148040635308375,moderada,consumo_nocturno_alto
2025-01-01 09:00:00,Tunja,laboratorios,9,2,1.204,1.0251977,0.17880229999999986,17.440762888953014,1.1744076288895302,moderada,consumo_pico_excesivo
2025-01-01 11:00:00,Duitama,oficinas,11,2,0.742,0.5951686,0.14683139999999995,24.670555536700007,1.2467055553670001,critica,consumo_pico_excesivo
2025-01-01 11:00:00,Sogamoso,oficinas,11,2,0.653,0.5688648,0.08413520000000008,14.790016889777691,1.147900168897777,moderada,consumo_pico_excesivo
2025-01-01 12:00:00,Chiquinquirá,laboratorios,12,2,0.5133,0.44820955,0.06509044999999997,14.522325550626924,1.1452232555062694,moderada,consumo_fuera_patron
2025-01-01 12:00:00,Sogamoso,oficinas,12,2,0.683,0.5761203,0.10687970000000002,18.551628887230674,1.1855162888723068,moderada,consumo_fuera_patron
2025-01-01 13:00:00,Tunja,laboratorios,13,2,1.1215,0.98771405,0.13378594999999993,13.545008294657743,1.1354500829465775,moderada,consumo_fuera_patron
2025-01-01 14:00:00,Sogamoso,oficinas,14,2,0.7276,0.5885237,0.13907630000000004,23.631384768361926,1.2363138476836193,critica,consumo_pico_excesivo
2025-01-01 17:00:00,Duitama,oficinas,17,2,0.6708,0.60549814,0.06530185999999993,10.784815953357004,1.10784815953357,moderada,consumo_pico_excesivo
2025-01-01 17:00:00,Sogamoso,oficinas,17,2,0.724,0.61554945,0.10845054999999992,17.618495150958207,1.1761849515095821,moderada,consumo_pico_excesivo
2025-01-01 18:00:00,Tunja,laboratorios,18,2,1.2763,1.1008338,0.17546620000000002,15.939390669145517,1.1593939066914551,moderada,consumo_fuera_patron
2025-01-01 20:00:00,Duitama,oficinas,20,2,0.7271,0.6357142,0.09138579999999996,14.375296320264667,1.1437529632026466,moderada,consumo_fuera_patron
2025-01-01 20:00:00,Tunja,laboratorios,20,2,1.246,1.1150544,0.1309456,11.743427047146758,1.1174342704714675,moderada,consumo_fuera_patron
