timestamp,hora,dia,consumo_predicho,fecha
2026-01-31 00:00:00,0,Saturday,2.915043,2026-01-31
2026-01-31 01:00:00,1,Saturday,3.0645576,2026-01-31
2026-01-31 02:00:00,2,Saturday,3.0645576,2026-01-31
2026-01-31 03:00:00,3,Saturday,3.0645576,2026-01-31
2026-01-31 04:00:00,4,Saturday,3.0429704,2026-01-31
2026-01-31 05:00:00,5,Saturday,3.0727994,2026-01-31
2026-01-31 06:00:00,6,Saturday,3.0727994,2026-01-31
2026-01-31 07:00:00,7,Saturday,3.086036,2026-01-31
2026-01-31 08:00:00,8,Saturday,3.1100016,2026-01-31
2026-01-31 09:00:00,9,Saturday,3.1139925,2026-01-31
2026-01-31 10:00:00,10,Saturday,3.1139925,2026-01-31
2026-01-31 11:00:00,11,Saturday,3.2485383,2026-01-31
2026-01-31 12:00:00,12,Saturday,3.310268,2026-01-31
2026-01-31 13:00:00,13,Saturday,3.3031583,2026-01-31
2026-01-31 14:00:00,14,Saturday,3.171674,2026-01-31
2026-01-31 15:00:00,15,Saturday,3.111976,2026-01-31
2026-01-31 16:00:00,16,Saturday,3.111976,2026-01-31
2026-01-31 17:00:00,17,Saturday,3.1056066,2026-01-31
2026-01-31 18:00:00,18,Saturday,3.1056066,2026-01-31
2026-01-31 19:00:00,19,Saturday,3.0960524,2026-01-31
2026-01-31 20:00:00,20,Saturday,3.0495288,2026-01-31
2026-01-31 21:00:00,21,Saturday,2.9666054,2026-01-31
2026-01-31 22:00:00,22,Saturday,2.9645739,2026-01-31
2026-01-31 23:00:00,23,Saturday,2.9388533,2026-01-31
2026-02-01 00:00:00,0,Sunday,3.2636545,2026-02-01
2026-02-01 01:00:00,1,Sunday,3.3227046,2026-02-01
2026-02-01 02:00:00,2,Sunday,3.3227046,2026-02-01
2026-02-01 03:00:00,3,Sunday,3.3227046,2026-02-01
2026-02-01 04:00:00,4,Sunday,3.3668978,2026-02-01
2026-02-01 05:00:00,5,Sunday,3.3099418,2026-02-01
2026-02-01 06:00:00,6,Sunday,3.3099418,2026-02-01
2026-02-01 07:00:00,7,Sunday,3.6110995,2026-02-01
2026-02-01 08:00:00,8,Sunday,3.5137887,2026-02-01
2026-02-01 09:00:00,9,Sunday,3.4589136,2026-02-01
2026-02-01 10:00:00,10,Sunday,3.3656464,2026-02-01
2026-02-01 11:00:00,11,Sunday,3.5318043,2026-02-01
2026-02-01 12:00:00,12,Sunday,3.6673386,2026-02-01
2026-02-01 13:00:00,13,Sunday,3.7777424,2026-02-01
2026-02-01 14:00:00,14,Sunday,3.4977908,2026-02-01
2026-02-01 15:00:00,15,Sunday,3.456897,2026-02-01
2026-02-01 16:00:00,16,Sunday,3.3636298,2026-02-01
2026-02-01 17:00:00,17,Sunday,3.3385508,2026-02-01
2026-02-01 18:00:00,18,Sunday,3.3385508,2026-02-01
2026-02-01 19:00:00,19,Sunday,3.3289967,2026-02-01
2026-02-01 20:00:00,20,Sunday,3.3495786,2026-02-01
